text_chunk
"Purchase Order PO-10001 | Supplier: Orrentek Precision Mfg (ID: SUP-001) | Region: APAC | Country: China | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1001 | PO Value: $70,121.14 | Units Ordered: 9013 | Units Delivered On Time: 8598 | Units Rejected: 12 | OTD Rate: 95.4% | Defect Rate: 0.14% | Compliance Score: 88 | Sustainability Score: 77 | Lead Time: 14 days | Certifications: ISO9001;ISO14001;RoHS | Last Audit: 2023-08-12 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11873 | Supplier: Sahyadri Alloy Tech (ID: SUP-017) | Region: APAC | Country: India | Tier: Tier-3 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1306 | PO Value: $774,319.92 | Units Ordered: 47388 | Units Delivered On Time: 34071 | Units Rejected: 1018 | OTD Rate: 71.9% | Defect Rate: 2.15% | Compliance Score: 57 | Sustainability Score: 58 | Lead Time: 25 days | Certifications: ISO9001 | Last Audit: 2024-03-14 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11874 | Supplier: Deltaforge Vietnam (ID: SUP-018) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1308 | PO Value: $216,133.44 | Units Ordered: 72528 | Units Delivered On Time: 62519 | Units Rejected: 2574 | OTD Rate: 86.2% | Defect Rate: 3.55% | Compliance Score: 60 | Sustainability Score: 33 | Lead Time: 48 days | Certifications: ISO9001 | Last Audit: 2023-11-25 | Active Disruption: No active disruption | Quarter: Q2-2023"
"Purchase Order PO-11875 | Supplier: Saigon Precision Works (ID: SUP-019) | Region: APAC | Country: Vietnam | Tier: Tier-2 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1262 | PO Value: $53,317.50 | Units Ordered: 14218 | Units Delivered On Time: 12241 | Units Rejected: 78 | OTD Rate: 86.1% | Defect Rate: 0.55% | Compliance Score: 88 | Sustainability Score: 52 | Lead Time: 31 days | Certifications: ISO9001;RoHS | Last Audit: 2024-07-14 | Active Disruption: Export license risk | Quarter: Q4-2024"
"Purchase Order PO-11876 | Supplier: Mekong Pack Co (ID: SUP-020) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: High | Product Category: Packaging Materials | SKU: SKU-PM-1403 | PO Value: $56,007.28 | Units Ordered: 54376 | Units Delivered On Time: 42630 | Units Rejected: 1446 | OTD Rate: 78.4% | Defect Rate: 2.66% | Compliance Score: 62 | Sustainability Score: 60 | Lead Time: 31 days | Certifications: FSC;ISO9001 | Last Audit: 2023-06-09 | Active Disruption: Regulatory enforcement pending | Quarter: Q2-2024"
"Purchase Order PO-11877 | Supplier: Hanoitex Industries (ID: SUP-021) | Region: APAC | Country: Vietnam | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1259 | PO Value: $284,289.41 | Units Ordered: 74227 | Units Delivered On Time: 58787 | Units Rejected: 586 | OTD Rate: 79.2% | Defect Rate: 0.79% | Compliance Score: 87 | Sustainability Score: 81 | Lead Time: 32 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-06-05 | Active Disruption: No active disruption | Quarter: Q1-2024"
"Purchase Order PO-11878 | Supplier: Danang Metal Works (ID: SUP-022) | Region: APAC | Country: Vietnam | Tier: Tier-3 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1309 | PO Value: $383,747.52 | Units Ordered: 65936 | Units Delivered On Time: 50375 | Units Rejected: 1213 | OTD Rate: 76.4% | Defect Rate: 1.84% | Compliance Score: 51 | Sustainability Score: 31 | Lead Time: 33 days | Certifications: ISO9001 | Last Audit: 2023-03-16 | Active Disruption: Currency volatility flag | Quarter: Q4-2023"
"Purchase Order PO-11879 | Supplier: Hanguk Circuit Works (ID: SUP-023) | Region: APAC | Country: South Korea | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1263 | PO Value: $33,312.00 | Units Ordered: 5205 | Units Delivered On Time: 4705 | Units Rejected: 28 | OTD Rate: 90.4% | Defect Rate: 0.54% | Compliance Score: 91 | Sustainability Score: 89 | Lead Time: 40 days | Certifications: ISO9001;AEC-Q100 | Last Audit: 2024-05-17 | Active Disruption: Tariff adjustment pending | Quarter: Q1-2024"
"Purchase Order PO-11880 | Supplier: Seoultech Micro (ID: SUP-024) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1264 | PO Value: $63,483.42 | Units Ordered: 5889 | Units Delivered On Time: 5252 | Units Rejected: 56 | OTD Rate: 89.2% | Defect Rate: 0.96% | Compliance Score: 88 | Sustainability Score: 79 | Lead Time: 30 days | Certifications: ISO9001;RoHS | Last Audit: 2023-04-11 | Active Disruption: Seasonal flood risk | Quarter: Q1-2023"
"Purchase Order PO-11881 | Supplier: Koryo Alloy Systems (ID: SUP-025) | Region: APAC | Country: South Korea | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1307 | PO Value: $88,792.65 | Units Ordered: 4761 | Units Delivered On Time: 4618 | Units Rejected: 58 | OTD Rate: 97.0% | Defect Rate: 1.23% | Compliance Score: 80 | Sustainability Score: 96 | Lead Time: 30 days | Certifications: ISO9001;NADCAP | Last Audit: 2023-03-07 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11882 | Supplier: Hangang Steel Parts (ID: SUP-026) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1310 | PO Value: $212,136.62 | Units Ordered: 30262 | Units Delivered On Time: 27750 | Units Rejected: 535 | OTD Rate: 91.7% | Defect Rate: 1.77% | Compliance Score: 75 | Sustainability Score: 68 | Lead Time: 19 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-04-25 | Active Disruption: Port closure risk | Quarter: Q3-2024"
"Purchase Order PO-11883 | Supplier: Busan Pack Corp (ID: SUP-027) | Region: APAC | Country: South Korea | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1404 | PO Value: $18,328.64 | Units Ordered: 11176 | Units Delivered On Time: 10572 | Units Rejected: 126 | OTD Rate: 94.6% | Defect Rate: 1.13% | Compliance Score: 81 | Sustainability Score: 80 | Lead Time: 25 days | Certifications: FSC;ISO9001 | Last Audit: 2023-01-23 | Active Disruption: No active disruption | Quarter: Q2-2024"
"Purchase Order PO-11884 | Supplier: Hokkaido Alloy Tech (ID: SUP-028) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1308 | PO Value: $135,606.50 | Units Ordered: 7390 | Units Delivered On Time: 6761 | Units Rejected: 85 | OTD Rate: 91.5% | Defect Rate: 1.16% | Compliance Score: 90 | Sustainability Score: 70 | Lead Time: 16 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2023-02-25 | Active Disruption: Audit overdue; compliance review | Quarter: Q2-2023"
"Purchase Order PO-11885 | Supplier: Kinki Precision Corp (ID: SUP-029) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1265 | PO Value: $66,749.65 | Units Ordered: 6655 | Units Delivered On Time: 6521 | Units Rejected: 93 | OTD Rate: 98.0% | Defect Rate: 1.4% | Compliance Score: 94 | Sustainability Score: 98 | Lead Time: 39 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-08-09 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11886 | Supplier: Osaka Polymer Systems (ID: SUP-030) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1340 | PO Value: $106,451.52 | Units Ordered: 6076 | Units Delivered On Time: 5529 | Units Rejected: 96 | OTD Rate: 91.0% | Defect Rate: 1.59% | Compliance Score: 84 | Sustainability Score: 72 | Lead Time: 15 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-10-27 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11887 | Supplier: Sendai Mech Works (ID: SUP-031) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1311 | PO Value: $99,062.83 | Units Ordered: 16483 | Units Delivered On Time: 16202 | Units Rejected: 145 | OTD Rate: 98.3% | Defect Rate: 0.88% | Compliance Score: 80 | Sustainability Score: 79 | Lead Time: 39 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-02-23 | Active Disruption: Export license risk | Quarter: Q1-2024"
"Purchase Order PO-11888 | Supplier: Kyushu Textile Co (ID: SUP-032) | Region: APAC | Country: Japan | Tier: Tier-1 | Risk Level: Low | Product Category: Industrial Textiles | SKU: SKU-IT-1260 | PO Value: $36,505.44 | Units Ordered: 7272 | Units Delivered On Time: 6784 | Units Rejected: 32 | OTD Rate: 93.3% | Defect Rate: 0.45% | Compliance Score: 99 | Sustainability Score: 86 | Lead Time: 26 days | Certifications: OEKO-TEX;ISO9001;ISO14001 | Last Audit: 2024-03-31 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11889 | Supplier: Precisionforge Taiyuan (ID: SUP-033) | Region: APAC | Country: Taiwan | Tier: Tier-1 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1312 | PO Value: $18,574.38 | Units Ordered: 3186 | Units Delivered On Time: 3039 | Units Rejected: 50 | OTD Rate: 95.4% | Defect Rate: 1.6% | Compliance Score: 81 | Sustainability Score: 88 | Lead Time: 25 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-02-09 | Active Disruption: Tariff adjustment pending | Quarter: Q4-2024"
"Purchase Order PO-11890 | Supplier: Formosa Circuit Co (ID: SUP-034) | Region: APAC | Country: Taiwan | Tier: Tier-1 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1266 | PO Value: $13,351.80 | Units Ordered: 4335 | Units Delivered On Time: 3914 | Units Rejected: 50 | OTD Rate: 90.3% | Defect Rate: 1.17% | Compliance Score: 84 | Sustainability Score: 97 | Lead Time: 41 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2023-02-20 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11891 | Supplier: Yulon Alloy Mfg (ID: SUP-035) | Region: APAC | Country: Taiwan | Tier: Tier-2 | Risk Level: Medium | Product Category: Specialty Alloys | SKU: SKU-SA-1309 | PO Value: $379,302.48 | Units Ordered: 12849 | Units Delivered On Time: 11975 | Units Rejected: 310 | OTD Rate: 93.2% | Defect Rate: 2.42% | Compliance Score: 83 | Sustainability Score: 66 | Lead Time: 20 days | Certifications: ISO9001 | Last Audit: 2023-08-06 | Active Disruption: Regulatory audit pending | Quarter: Q4-2023"
"Purchase Order PO-11892 | Supplier: Kaohsiung Pack Co (ID: SUP-036) | Region: APAC | Country: Taiwan | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1405 | PO Value: $217,561.12 | Units Ordered: 66128 | Units Delivered On Time: 56341 | Units Rejected: 1097 | OTD Rate: 85.2% | Defect Rate: 1.66% | Compliance Score: 85 | Sustainability Score: 72 | Lead Time: 37 days | Certifications: FSC;ISO9001 | Last Audit: 2023-03-29 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11893 | Supplier: Straits Packaging Hub (ID: SUP-037) | Region: APAC | Country: Singapore | Tier: Tier-1 | Risk Level: Medium | Product Category: Packaging Materials | SKU: SKU-PM-1406 | PO Value: $22,908.64 | Units Ordered: 8548 | Units Delivered On Time: 8206 | Units Rejected: 64 | OTD Rate: 96.0% | Defect Rate: 0.75% | Compliance Score: 90 | Sustainability Score: 90 | Lead Time: 26 days | Certifications: ISO9001;ISO14001 | Last Audit: 2024-08-04 | Active Disruption: Seasonal flood risk | Quarter: Q3-2024"
"Purchase Order PO-11894 | Supplier: Singamold Tech (ID: SUP-038) | Region: APAC | Country: Singapore | Tier: Tier-1 | Risk Level: Low | Product Category: Mechanical Components | SKU: SKU-MC-1313 | PO Value: $10,277.19 | Units Ordered: 1483 | Units Delivered On Time: 1426 | Units Rejected: 2 | OTD Rate: 96.2% | Defect Rate: 0.19% | Compliance Score: 86 | Sustainability Score: 74 | Lead Time: 31 days | Certifications: ISO9001;IATF16949 | Last Audit: 2023-04-21 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11895 | Supplier: Krungsri Moldtech (ID: SUP-039) | Region: APAC | Country: Thailand | Tier: Tier-2 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1314 | PO Value: $211,281.10 | Units Ordered: 33590 | Units Delivered On Time: 31339 | Units Rejected: 409 | OTD Rate: 93.3% | Defect Rate: 1.22% | Compliance Score: 70 | Sustainability Score: 78 | Lead Time: 40 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-06-20 | Active Disruption: No active disruption | Quarter: Q1-2023"
"Purchase Order PO-11896 | Supplier: Chaophaya Pack (ID: SUP-040) | Region: APAC | Country: Thailand | Tier: Tier-2 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1407 | PO Value: $14,649.21 | Units Ordered: 10539 | Units Delivered On Time: 9537 | Units Rejected: 212 | OTD Rate: 90.5% | Defect Rate: 2.02% | Compliance Score: 91 | Sustainability Score: 50 | Lead Time: 32 days | Certifications: FSC;ISO9001 | Last Audit: 2024-06-05 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11897 | Supplier: Archipelago Pcb Corp (ID: SUP-041) | Region: APAC | Country: Philippines | Tier: Tier-3 | Risk Level: Medium | Product Category: Electronic Components | SKU: SKU-EC-1267 | PO Value: $350,190.76 | Units Ordered: 47132 | Units Delivered On Time: 32615 | Units Rejected: 1635 | OTD Rate: 69.2% | Defect Rate: 3.47% | Compliance Score: 76 | Sustainability Score: 51 | Lead Time: 24 days | Certifications: ISO9001 | Last Audit: 2023-02-21 | Active Disruption: Tariff adjustment pending | Quarter: Q2-2024"
"Purchase Order PO-11898 | Supplier: Visayas Textile Co (ID: SUP-042) | Region: APAC | Country: Philippines | Tier: Tier-3 | Risk Level: High | Product Category: Industrial Textiles | SKU: SKU-IT-1261 | PO Value: $44,798.04 | Units Ordered: 17777 | Units Delivered On Time: 11608 | Units Rejected: 579 | OTD Rate: 65.3% | Defect Rate: 3.26% | Compliance Score: 50 | Sustainability Score: 36 | Lead Time: 51 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-04-04 | Active Disruption: Regulatory enforcement pending | Quarter: Q1-2024"
"Purchase Order PO-11899 | Supplier: Tasman Circuit Boards (ID: SUP-043) | Region: APAC | Country: Australia | Tier: Tier-1 | Risk Level: Low | Product Category: Electronic Components | SKU: SKU-EC-1268 | PO Value: $37,206.00 | Units Ordered: 5400 | Units Delivered On Time: 5351 | Units Rejected: 61 | OTD Rate: 99.1% | Defect Rate: 1.13% | Compliance Score: 84 | Sustainability Score: 98 | Lead Time: 14 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-03-22 | Active Disruption: No active disruption | Quarter: Q4-2024"
"Purchase Order PO-11900 | Supplier: Broken Hill Alloys (ID: SUP-044) | Region: APAC | Country: Australia | Tier: Tier-1 | Risk Level: High | Product Category: Specialty Alloys | SKU: SKU-SA-1310 | PO Value: $187,539.40 | Units Ordered: 13348 | Units Delivered On Time: 11893 | Units Rejected: 96 | OTD Rate: 89.1% | Defect Rate: 0.72% | Compliance Score: 92 | Sustainability Score: 83 | Lead Time: 41 days | Certifications: ISO9001;NADCAP | Last Audit: 2024-06-17 | Active Disruption: Port closure risk | Quarter: Q2-2024"
"Purchase Order PO-11901 | Supplier: Sibertek Molding (ID: SUP-045) | Region: APAC | Country: Russia | Tier: Tier-3 | Risk Level: Medium | Product Category: Mechanical Components | SKU: SKU-MC-1315 | PO Value: $144,856.38 | Units Ordered: 32262 | Units Delivered On Time: 21131 | Units Rejected: 600 | OTD Rate: 65.5% | Defect Rate: 1.86% | Compliance Score: 63 | Sustainability Score: 34 | Lead Time: 20 days | Certifications: ISO9001 | Last Audit: 2024-01-01 | Active Disruption: No active disruption | Quarter: Q4-2023"
"Purchase Order PO-11902 | Supplier: Krauss-Polymex Gmbh (ID: SUP-046) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1341 | PO Value: $99,011.99 | Units Ordered: 9493 | Units Delivered On Time: 9056 | Units Rejected: 19 | OTD Rate: 95.4% | Defect Rate: 0.21% | Compliance Score: 91 | Sustainability Score: 83 | Lead Time: 17 days | Certifications: REACH;ISO9001;ISO14001 | Last Audit: 2023-06-13 | Active Disruption: No active disruption | Quarter: Q3-2023"
"Purchase Order PO-11903 | Supplier: Rheinwerk Precision Ag (ID: SUP-047) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: High | Product Category: Mechanical Components | SKU: SKU-MC-1316 | PO Value: $29,218.84 | Units Ordered: 12124 | Units Delivered On Time: 11214 | Units Rejected: 147 | OTD Rate: 92.5% | Defect Rate: 1.22% | Compliance Score: 83 | Sustainability Score: 84 | Lead Time: 38 days | Certifications: ISO9001;IATF16949 | Last Audit: 2024-05-11 | Active Disruption: Typhoon season disruption | Quarter: Q3-2024"
"Purchase Order PO-11904 | Supplier: Berliner Pack Gmbh (ID: SUP-048) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Low | Product Category: Packaging Materials | SKU: SKU-PM-1408 | PO Value: $13,514.16 | Units Ordered: 10238 | Units Delivered On Time: 9726 | Units Rejected: 46 | OTD Rate: 95.0% | Defect Rate: 0.45% | Compliance Score: 86 | Sustainability Score: 70 | Lead Time: 40 days | Certifications: FSC;ISO14001;ISO9001 | Last Audit: 2024-08-29 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11905 | Supplier: Munich Alloy Technik (ID: SUP-049) | Region: EMEA | Country: Germany | Tier: Tier-1 | Risk Level: Low | Product Category: Specialty Alloys | SKU: SKU-SA-1311 | PO Value: $27,034.14 | Units Ordered: 1337 | Units Delivered On Time: 1262 | Units Rejected: 16 | OTD Rate: 94.4% | Defect Rate: 1.2% | Compliance Score: 88 | Sustainability Score: 80 | Lead Time: 31 days | Certifications: ISO9001;NADCAP;AS9100 | Last Audit: 2023-09-02 | Active Disruption: No active disruption | Quarter: Q3-2024"
"Purchase Order PO-11906 | Supplier: Dresdner Textilwerk (ID: SUP-050) | Region: EMEA | Country: Germany | Tier: Tier-2 | Risk Level: Medium | Product Category: Industrial Textiles | SKU: SKU-IT-1262 | PO Value: $308,686.56 | Units Ordered: 53872 | Units Delivered On Time: 42074 | Units Rejected: 1034 | OTD Rate: 78.1% | Defect Rate: 1.92% | Compliance Score: 73 | Sustainability Score: 48 | Lead Time: 30 days | Certifications: OEKO-TEX;ISO9001 | Last Audit: 2023-06-20 | Active Disruption: Geopolitical tension flag | Quarter: Q4-2023"
"Purchase Order PO-11907 | Supplier: Toreval Electronics (ID: SUP-051) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: High | Product Category: Electronic Components | SKU: SKU-EC-1269 | PO Value: $32,169.94 | Units Ordered: 5518 | Units Delivered On Time: 5457 | Units Rejected: 80 | OTD Rate: 98.9% | Defect Rate: 1.45% | Compliance Score: 95 | Sustainability Score: 84 | Lead Time: 15 days | Certifications: ISO9001;AEC-Q100;RoHS | Last Audit: 2024-02-04 | Active Disruption: Currency volatility flag | Quarter: Q4-2024"
"Purchase Order PO-11908 | Supplier: Lyon Polymer Sas (ID: SUP-052) | Region: EMEA | Country: France | Tier: Tier-1 | Risk Level: Low | Product Category: Raw Materials | SKU: SKU-RM-1342 | PO Value: $23,700.30 | Units Ordered: 4017 | Units Delivered On Time: 3627 | Units Rejected: 57 | OTD Rate: 90.3% | Defect Rate: 1.43% | Compliance Score: 81 | Sustainability Score: 70 | Lead Time: 13 days | Certifications: ISO9001;ISO14001;REACH | Last Audit: 2023-10-25 | Active Disruption: No active disruption | Quarter: Q4-2023"
